time,num,Longitude,Latitude,Altitude,Pitch,Yaw,Roll,VelocityX,VelocityY,VelocityZ,BatteryVolts,GPSFix,NumberOfSatellites,ID,Interval(sec),Transfer(MBytes),Bandwidth(MBits/sec)
2026-01-29 13:44:31.865078,91.0000000000,-78.6983339000,35.7277495000,25.0050000000,-0.0334324203,-0.0048666233,-0.2048778534,1.1400000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,614.8603245393,3.5054692834
2026-01-29 13:44:32.871475,92.0000000000,-78.6983880000,35.7277597000,25.0050000000,-0.0321857482,-0.0054617776,-0.2015687376,1.1400000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.0967456131,10.5743193024
2026-01-29 13:44:33.877134,93.0000000000,-78.6984414000,35.7277697000,25.0050000000,-0.0337120891,-0.0042052642,-0.2087715566,1.1400000000,-4.8900000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.1504234832,9.7336015721
2026-01-29 13:44:34.883554,94.0000000000,-78.6984955000,35.7277799000,25.0060000000,-0.0328556001,-0.0048924834,-0.2040660232,1.1500000000,-4.9100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.2004079451,9.2671244331
2026-01-29 13:44:36.743210,95.0000000000,-78.6985984000,35.7277993000,25.0070000000,-0.0314846709,-0.0050661466,-0.1994061321,1.1400000000,-4.8800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.2920681053,7.5500990269
2026-01-29 13:44:37.749284,96.0000000000,-78.6986522000,35.7278094000,25.0070000000,-0.0329747833,-0.0050202901,-0.2033417076,1.1400000000,-4.8600000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.3276274943,5.9663593726
2026-01-29 13:44:38.755903,97.0000000000,-78.6987057000,35.7278195000,25.0070000000,-0.0153949335,-0.0079348711,-0.1329385787,1.1100000000,-4.7500000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.4649747359,5.8052111851
2026-01-29 13:44:39.757634,98.0000000000,-78.6987529000,35.7278283000,25.0020000000,0.0087194638,-0.0091590621,-0.0113324337,0.8600000000,-3.7100000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.5679243243,5.8886678921
2026-01-29 13:44:40.763725,99.0000000000,-78.6987864000,35.7278344000,25.0010000000,0.0285098366,-0.0085056191,0.1006024554,0.5200000000,-2.2500000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.5238233352,6.9428999744
2026-01-29 13:44:41.765958,100.0000000000,-78.6988018000,35.7278372000,25.0010000000,0.0263286382,-0.0085044596,0.1154075190,0.1400000000,-0.5800000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.6147859201,8.1163299899
2026-01-29 13:44:42.772299,101.0000000000,-78.6988031000,35.7278374000,24.9970000000,0.0061443672,-0.0104247192,0.0315973498,0.0000000000,0.1300000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.4521605360,7.8113091546
2026-01-29 13:44:43.774019,102.0000000000,-78.6988007000,35.7278372000,24.9930000000,-0.0116811413,-0.0102420179,-0.0511506647,0.0000000000,0.1500000000,0.0000000000,12.5870000000,6.0000000000,10.0000000000,5.0000000000,,1.1810065772,7.1085940082
